data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;automovel;bicicleta;caminhao;moto;onibus;outros;tracao_animal;transporte_de_cargas_especiais;trator_maquinas;utilitarios;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos
"02/09/2020";"08:53:00";"280";"ac02 - Aci";"102";"BR-364/GO";"Leste";"Colisão lateral no sentido contrário";2;0;0;0;0;0;0;0;0;0;2;0;1;0;0
"03/09/2020";"08:12:00";"65";"ac02 - Aci";"751";"BR-365/MG";"Leste";"Choque - Defensa metálica";0;0;1;1;0;0;0;0;0;0;1;1;0;0;0
"03/09/2020";"06:47:00";"235";"ac02 - Aci";"836";"BR-365/MG";"Oeste";"Atropelamento de Animal";0;0;0;1;0;0;0;0;0;0;0;1;1;0;0
"04/09/2020";"10:49:00";"121";"ac03 - Aci";"653";"BR-365/MG";"Leste";"Colisão Traseira";2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"06/09/2020";"02:05:00";"12";"ac02 - Aci";"820";"BR-365/MG";"Oeste";"Capotamento";1;0;0;0;0;0;0;0;0;0;0;2;1;0;0
"07/09/2020";"11:37:00";"86";"ac03 - Aci";"764";"BR-365/MG";"Leste";"Choque - Talude";0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
"07/09/2020";"06:36:00";"200";"ac02 - Aci";"116.5";"BR-364/GO";"Oeste";"Queda de Moto";0;0;0;1;0;0;0;0;0;0;0;0;2;0;0
"09/09/2020";"07:19:00";"37";"ac02 - Aci";"658";"BR-365/MG";"Leste";"Queda de Moto";0;0;0;1;0;0;0;0;0;0;0;2;0;0;0
"10/09/2020";"10:32:00";"267";"ac03 - Aci";"706.499";"BR-365/MG";"Leste";"Tombamento";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"11/09/2020";"04:59:00";"201";"ac02 - Aci";"66";"BR-364/GO";"Leste";"Capotamento";0;0;0;0;0;0;0;0;0;1;0;0;2;0;0
"12/09/2020";"11:11:00";"126";"ac03 - Aci";"647";"BR-365/MG";"Leste";"Colisão lateral no mesmo sentido";1;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"12/09/2020";"09:37:00";"280";"ac02 - Aci";"664.9";"BR-365/MG";"Leste";"Choque - Poste";1;0;0;0;0;0;0;0;0;0;0;2;1;0;0
"14/09/2020";"06:08:00";"40";"ac02 - Aci";"105";"BR-364/GO";"Oeste";"Capotamento";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"16/09/2020";"04:12:00";"29";"ac02 - Aci";"646";"BR-365/MG";"Oeste";"Tombamento";0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
"16/09/2020";"06:51:00";"272";"ac02 - Aci";"765";"BR-365/MG";"Leste";"Colisão Frontal";0;0;0;0;0;0;0;0;0;2;0;1;1;0;0
"17/09/2020";"02:23:00";"180";"ac02 - Aci";"646";"BR-365/MG";"Oeste";"Atropelamento - Sem Informação";0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
"17/09/2020";"07:45:00";"278";"ac02 - Aci";"627";"BR-365/MG";"Leste";"Colisão lateral no mesmo sentido";1;0;1;0;0;0;0;0;0;0;1;1;0;0;0
"18/09/2020";"01:48:00";"14";"ac02 - Aci";"714.3";"BR-365/MG";"Oeste";"Capotamento";0;0;0;0;0;0;0;0;0;1;1;2;1;0;0
"18/09/2020";"10:52:00";"126";"ac03 - Aci";"756";"BR-365/MG";"Leste";"Tombamento";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"18/09/2020";"11:01:00";"335";"ac03 - Aci";"645.6";"BR-365/MG";"Leste";"Choque - Sinalização";1;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"20/09/2020";"05:01:00";"25";"ac03 - Aci";"17.4";"BR-364/GO";"Oeste";"Colisão Traseira";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"20/09/2020";"01:28:00";"145";"ac02 - Aci";"867";"BR-365/MG";"Oeste";"Queda de Moto";0;0;0;1;0;0;0;0;0;0;0;0;2;0;0
"21/09/2020";"08:58:00";"85";"ac03 - Aci";"796";"BR-365/MG";"Leste";"Colisão Traseira";0;0;0;0;0;0;0;0;0;2;2;0;0;0;0
"21/09/2020";"09:04:00";"87";"ac02 - Aci";"654";"BR-365/MG";"Oeste";"Capotamento";1;0;0;0;0;0;0;0;0;0;3;1;0;0;0
"21/09/2020";"10:34:00";"113";"ac02 - Aci";"846";"BR-365/MG";"Leste";"Queda de Moto";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"21/09/2020";"11:28:00";"130";"ac03 - Aci";"705.8";"BR-365/MG";"Oeste";"Saida de Pista";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"21/09/2020";"01:01:00";"151";"ac02 - Aci";"643";"BR-365/MG";"Leste";"Capotamento";1;0;0;0;0;0;0;0;0;0;0;2;1;0;0
"21/09/2020";"01:05:00";"154";"ac02 - Aci";"643";"BR-365/MG";"Leste";"Atropelamento - Pedestre";1;0;0;0;0;0;0;0;0;0;0;1;0;2;0
"21/09/2020";"02:27:00";"178";"ac03 - Aci";"171";"BR-364/GO";"Leste";"Saida de Pista";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"21/09/2020";"02:41:00";"181";"ac03 - Aci";"652.5";"BR-365/MG";"Leste";"Choque - Outros";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"21/09/2020";"08:30:00";"272";"ac03 - Aci";"706";"BR-365/MG";"Leste";"Colisão lateral no mesmo sentido";1;0;0;0;0;0;0;0;0;1;5;0;0;0;0
"21/09/2020";"11:27:00";"302";"ac02 - Aci";"856";"BR-365/MG";"Oeste";"Colisão Traseira";2;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"24/09/2020";"01:41:00";"196";"ac02 - Aci";"752";"BR-365/MG";"Leste";"Choque - Poste";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"25/09/2020";"01:32:00";"164";"ac03 - Aci";"861";"BR-365/MG";"Leste";"Capotamento";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"25/09/2020";"09:56:00";"296";"ac03 - Aci";"114";"BR-364/GO";"Leste";"Colisão lateral no mesmo sentido";1;0;0;0;0;0;0;0;0;1;7;0;0;0;0
"26/09/2020";"10:24:00";"310";"ac03 - Aci";"756";"BR-365/MG";"Leste";"Choque - Talude";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"26/09/2020";"11:23:00";"320";"ac03 - Aci";"37.7";"BR-364/GO";"Oeste";"Atropelamento de Animal";1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"27/09/2020";"12:00:00";"1";"ac03 - Aci";"756";"BR-365/MG";"Oeste";"Choque - Elemento de Drenagem";1;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"27/09/2020";"11:16:00";"108";"ac03 - Aci";"629.5";"BR-365/MG";"Oeste";"Choque - Meio fio";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"28/09/2020";"05:56:00";"254";"ac03 - Aci";"765.98";"BR-365/MG";"Oeste";"Choque - Meio fio";0;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"29/09/2020";"04:16:00";"225";"ac03 - Aci";"676.17";"BR-365/MG";"Oeste";"Choque - Elemento de Drenagem";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"01/10/2020";"08:28:00";"72";"ac02 - Aci";"685.2";"BR-365/MG";"Leste";"Tombamento";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
"01/10/2020";"03:50:00";"183";"ac02 - Aci";"682";"BR-365/MG";"Leste";"Tombamento";0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
"02/10/2020";"08:51:00";"102";"ac03 - Aci";"682";"BR-365/MG";"Oeste";"Colisão Traseira";1;0;0;0;0;0;0;0;0;1;4;0;0;0;0
"02/10/2020";"03:50:00";"247";"ac03 - Aci";"704.6";"BR-365/MG";"Leste";"Colisão Traseira";1;0;1;0;0;0;0;0;0;0;4;0;0;0;0
"02/10/2020";"05:44:00";"288";"ac03 - Aci";"647.7";"BR-365/MG";"Leste";"Choque - Cancela de Pedagio";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"03/10/2020";"06:04:00";"50";"ac03 - Aci";"633";"BR-365/MG";"Leste";"Colisão lateral no mesmo sentido";0;0;1;0;0;0;0;0;0;1;3;0;0;0;0
"03/10/2020";"12:21:00";"129";"ac02 - Aci";"737";"BR-365/MG";"Oeste";"Colisão Traseira";1;0;0;1;0;0;0;0;0;0;1;2;0;0;0
